curva_i,curva_j,pearson,dtw
"(2, 7, 0)","(2, 9, 8)",0.2851132,45.84123504161835
"(2, 7, 0)","(3, 2, 0)",0.39964804,48.468596272170544
"(2, 7, 0)","(3, 2, 1)",-0.029036311,44.12055812776089
"(2, 7, 0)","(3, 2, 2)",-0.073472686,44.2081394046545
"(2, 7, 0)","(3, 2, 3)",0.19379485,43.77046672999859
"(2, 7, 0)","(3, 2, 4)",0.12342563,48.90688481926918
"(2, 7, 0)","(3, 2, 5)",0.11155725,49.483291141688824
"(2, 7, 0)","(3, 2, 6)",0.09847374,47.26756873726845
"(2, 7, 0)","(3, 2, 7)",0.03605949,42.33965849131346
"(2, 7, 0)","(3, 2, 8)",0.11001326,50.3515445664525
"(2, 7, 0)","(3, 3, 0)",0.38262284,41.06226795911789
"(2, 7, 0)","(3, 3, 1)",0.2588742,38.62242642045021
"(2, 7, 0)","(3, 3, 2)",0.2542429,40.179432198405266
"(2, 7, 0)","(3, 3, 3)",0.17826445,59.599931582808495
"(2, 7, 0)","(3, 3, 4)",0.27410045,37.75376579165459
"(2, 7, 0)","(3, 3, 5)",-0.040957782,44.888779774308205
"(2, 7, 0)","(3, 3, 6)",0.24423409,49.062803626060486
"(2, 7, 0)","(3, 3, 7)",0.12998974,40.07750816643238
"(2, 7, 0)","(3, 3, 8)",0.100576244,40.39776134490967
"(2, 7, 0)","(3, 4, 0)",0.49966726,34.25982025265694
"(2, 7, 0)","(3, 4, 1)",0.19960485,39.610342264175415
"(2, 7, 0)","(3, 4, 2)",0.25252232,38.86372201144695
"(2, 7, 0)","(3, 4, 3)",0.21383405,61.18588277697563
"(2, 7, 0)","(3, 4, 4)",0.25104955,35.300623044371605
"(2, 7, 0)","(3, 4, 5)",-0.06756858,43.838843673467636
"(2, 7, 0)","(3, 4, 6)",0.26765123,49.09698675572872
"(2, 7, 0)","(3, 4, 7)",0.20784496,38.81237153708935
"(2, 7, 0)","(3, 4, 8)",0.1927329,39.803447514772415
"(2, 7, 0)","(3, 5, 0)",0.51160604,33.48578570783138
"(2, 7, 0)","(3, 5, 1)",0.24914001,37.11698094010353
"(2, 7, 0)","(3, 5, 2)",0.3388679,37.444652654230595
"(2, 7, 0)","(3, 5, 3)",0.23086096,61.56438009440899
"(2, 7, 0)","(3, 5, 4)",0.3026722,35.20161893963814
"(2, 7, 0)","(3, 5, 5)",-0.03518446,44.3060847222805
"(2, 7, 0)","(3, 5, 6)",0.2612814,45.835771188139915
"(2, 7, 0)","(3, 5, 7)",0.16763195,38.88460938632488
"(2, 7, 0)","(3, 5, 8)",0.16624482,42.72097057104111
"(2, 7, 0)","(3, 6, 0)",0.6711334,36.17836673557758
"(2, 7, 0)","(3, 6, 1)",0.26551178,36.515522196888924
"(2, 7, 0)","(3, 6, 2)",0.3024161,40.49358969926834
"(2, 7, 0)","(3, 6, 3)",0.20719242,62.749277874827385
"(2, 7, 0)","(3, 6, 4)",0.14566407,39.438613936305046
"(2, 7, 0)","(3, 6, 5)",-0.15579946,42.90127347409725
"(2, 7, 0)","(3, 6, 6)",0.25911853,55.05746778845787
"(2, 7, 0)","(3, 6, 7)",0.16545081,42.59897534549236
"(2, 7, 0)","(3, 6, 8)",0.24715778,49.11854577064514
"(2, 7, 0)","(3, 7, 0)",0.7285181,38.8730371594429
"(2, 7, 0)","(3, 7, 1)",0.22089103,40.630010560154915
"(2, 7, 0)","(3, 7, 2)",0.33045894,45.45740871876478
"(2, 7, 0)","(3, 7, 3)",0.2166109,62.143367514014244
"(2, 7, 0)","(3, 7, 4)",0.19732128,41.00992560386658
"(2, 7, 0)","(3, 7, 5)",-0.17044061,43.35742035508156
"(2, 7, 0)","(3, 7, 6)",0.33515024,53.43538972735405
"(2, 7, 0)","(3, 7, 7)",0.05784223,43.49147787690163
"(2, 7, 0)","(3, 7, 8)",0.2615776,48.43541747331619
"(2, 7, 0)","(3, 8, 0)",0.7005524,39.141734197735786
"(2, 7, 0)","(3, 8, 1)",0.24713103,42.31801883876324
"(2, 7, 0)","(3, 8, 2)",0.33629483,41.164281994104385
"(2, 7, 0)","(3, 8, 3)",0.2306191,62.556922510266304
"(2, 7, 0)","(3, 8, 4)",0.15045018,41.99374721944332
"(2, 7, 0)","(3, 8, 5)",-0.2578728,42.425247102975845
"(2, 7, 0)","(3, 8, 6)",0.35449252,52.01886020600796
"(2, 7, 0)","(3, 8, 7)",0.1316314,41.65522913634777
"(2, 7, 0)","(3, 8, 8)",0.24097386,48.23852726817131
"(2, 7, 0)","(3, 9, 0)",0.65888524,47.92143388092518
"(2, 7, 0)","(3, 9, 1)",0.2762452,51.40987025201321
"(2, 7, 0)","(3, 9, 2)",0.2845662,39.247612580657005
"(2, 7, 0)","(3, 9, 3)",0.16531642,57.308346062898636
"(2, 7, 0)","(3, 9, 4)",0.19512554,42.62566828727722
"(2, 7, 0)","(3, 9, 5)",-0.14995648,42.5126813352108
"(2, 7, 0)","(3, 9, 6)",0.4719403,54.64182260632515
"(2, 7, 0)","(3, 9, 7)",0.18406102,43.0058626383543
"(2, 7, 0)","(3, 9, 8)",0.19701277,63.24666854739189
"(2, 7, 0)","(5, 2, 0)",0.3464627,42.51283887028694
"(2, 7, 0)","(5, 2, 1)",0.08642954,39.416209906339645
"(2, 7, 0)","(5, 2, 2)",-0.22655658,43.30647411942482
"(2, 7, 0)","(5, 2, 3)",0.27842024,39.63847701251507
"(2, 7, 0)","(5, 2, 4)",0.03781715,38.99639254808426
"(2, 7, 0)","(5, 2, 5)",0.09594145,39.43374612927437
"(2, 7, 0)","(5, 2, 6)",-0.010819669,40.601470589637756
"(2, 7, 0)","(5, 2, 7)",0.024111157,43.94938264787197
"(2, 7, 0)","(5, 2, 8)",0.060663797,36.355169996619225
"(2, 7, 0)","(5, 3, 0)",0.24911259,49.407369911670685
"(2, 7, 0)","(5, 3, 1)",0.30960247,47.832863569259644
"(2, 7, 0)","(5, 3, 2)",0.1515308,52.30049020051956
"(2, 7, 0)","(5, 3, 3)",0.11987614,76.49485117197037
"(2, 7, 0)","(5, 3, 4)",0.26271123,42.19537957012653
"(2, 7, 0)","(5, 3, 5)",-0.04717968,44.779612839221954
"(2, 7, 0)","(5, 3, 6)",0.30457702,68.19968667626381
"(2, 7, 0)","(5, 3, 7)",0.002989651,43.12989503145218
"(2, 7, 0)","(5, 3, 8)",0.16825756,55.66457939147949
"(2, 7, 0)","(5, 4, 0)",0.25599867,55.000134110450745
"(2, 7, 0)","(5, 4, 1)",0.27971655,52.791432440280914
"(2, 7, 0)","(5, 4, 2)",0.18115304,52.0149355083704
"(2, 7, 0)","(5, 4, 3)",0.16123393,75.2717060148716
"(2, 7, 0)","(5, 4, 4)",0.21820825,42.39172312617302
"(2, 7, 0)","(5, 4, 5)",0.0056001185,42.687606900930405
"(2, 7, 0)","(5, 4, 6)",0.29025337,75.62522178888321
"(2, 7, 0)","(5, 4, 7)",0.105519004,44.31893119215965
"(2, 7, 0)","(5, 4, 8)",0.1581306,58.06905946135521
"(2, 7, 0)","(5, 5, 0)",0.23769662,52.29892882704735
"(2, 7, 0)","(5, 5, 1)",0.34900475,45.887446850538254
"(2, 7, 0)","(5, 5, 2)",0.2001223,50.299334436655045
"(2, 7, 0)","(5, 5, 3)",0.16095012,73.88654136657715
"(2, 7, 0)","(5, 5, 4)",0.29756194,43.35542847216129
"(2, 7, 0)","(5, 5, 5)",-0.03606758,46.34372854232788
"(2, 7, 0)","(5, 5, 6)",0.31491148,74.13994631171227
"(2, 7, 0)","(5, 5, 7)",0.110047966,37.00126153230667
"(2, 7, 0)","(5, 5, 8)",0.16403079,53.23542582988739
"(2, 7, 0)","(5, 6, 0)",0.36861312,73.56712466478348
"(2, 7, 0)","(5, 6, 1)",0.3550738,60.60597597062588
"(2, 7, 0)","(5, 6, 2)",0.33647922,51.43864458799362
"(2, 7, 0)","(5, 6, 3)",0.10864472,84.28914213180542
"(2, 7, 0)","(5, 6, 4)",0.19421688,46.53643421828747
"(2, 7, 0)","(5, 6, 5)",-0.16772479,53.88618361949921
"(2, 7, 0)","(5, 6, 6)",0.2489177,68.47895482182503
"(2, 7, 0)","(5, 6, 7)",-0.0126705505,52.20735502243042
"(2, 7, 0)","(5, 6, 8)",0.20542324,80.8263510465622
"(2, 7, 0)","(5, 7, 0)",0.49898764,77.78856012225151
"(2, 7, 0)","(5, 7, 1)",0.2789294,66.54113626480103
"(2, 7, 0)","(5, 7, 2)",0.31264293,53.68708008527756
"(2, 7, 0)","(5, 7, 3)",0.19770275,77.47841414809227
"(2, 7, 0)","(5, 7, 4)",0.26271358,48.42624932527542
"(2, 7, 0)","(5, 7, 5)",-0.1751134,57.54333049058914
"(2, 7, 0)","(5, 7, 6)",0.28656363,69.4521960914135
"(2, 7, 0)","(5, 7, 7)",0.013844037,52.17681983113289
"(2, 7, 0)","(5, 7, 8)",0.18592289,77.8580371439457
"(2, 7, 0)","(5, 8, 0)",0.4491384,86.4550670683384
"(2, 7, 0)","(5, 8, 1)",0.30615136,65.70623655617237
"(2, 7, 0)","(5, 8, 2)",0.3567015,53.78450608253479
"(2, 7, 0)","(5, 8, 3)",0.19177043,81.43641278147697
"(2, 7, 0)","(5, 8, 4)",0.15098178,50.90752691030502
"(2, 7, 0)","(5, 8, 5)",-0.20331784,57.65891653299332
"(2, 7, 0)","(5, 8, 6)",0.31133747,69.73788192868233
"(2, 7, 0)","(5, 8, 7)",0.012053627,45.14257952570915
"(2, 7, 0)","(5, 8, 8)",0.17935202,76.15182656049728
"(2, 7, 0)","(5, 9, 0)",0.41438308,88.4408110678196
"(2, 7, 0)","(5, 9, 1)",0.32306907,72.49342787265778
"(2, 7, 0)","(5, 9, 2)",0.2194478,51.890323773026466
"(2, 7, 0)","(5, 9, 3)",0.1670915,87.51040995121002
"(2, 7, 0)","(5, 9, 4)",0.16693966,49.26175834238529
"(2, 7, 0)","(5, 9, 5)",-0.13594633,56.0918345451355
"(2, 7, 0)","(5, 9, 6)",0.3549322,77.17899751663208
"(2, 7, 0)","(5, 9, 7)",0.14117254,52.363885059952736
"(2, 7, 0)","(5, 9, 8)",0.19971655,94.72323366999626
"(2, 7, 1)","(2, 7, 2)",0.46565852,35.40949549525976
"(2, 7, 1)","(2, 7, 3)",0.26249346,45.67826183140278
"(2, 7, 1)","(2, 7, 4)",0.5009894,38.21447370201349
"(2, 7, 1)","(2, 7, 5)",-0.16813116,45.771288158372045
"(2, 7, 1)","(2, 7, 6)",0.3983745,40.32006707414985
"(2, 7, 1)","(2, 7, 7)",0.51538146,37.41786776855588
"(2, 7, 1)","(2, 7, 8)",0.06920356,55.723887506872416
"(2, 7, 1)","(2, 8, 0)",0.19629945,42.18309202045202
"(2, 7, 1)","(2, 8, 1)",0.98741585,9.373390916734934
"(2, 7, 1)","(2, 8, 2)",0.4771871,37.089859653264284
"(2, 7, 1)","(2, 8, 3)",0.3047719,46.399438597261906
"(2, 7, 1)","(2, 8, 4)",0.38694915,40.03955692052841
"(2, 7, 1)","(2, 8, 5)",-0.1778665,46.16045478358865
"(2, 7, 1)","(2, 8, 6)",0.39100853,43.50925190001726
"(2, 7, 1)","(2, 8, 7)",0.42746475,36.581672333180904
"(2, 7, 1)","(2, 8, 8)",0.020784758,52.44737019389868
"(2, 7, 1)","(2, 9, 0)",0.25343692,53.32223607599735
"(2, 7, 1)","(2, 9, 1)",0.8575982,32.426063038408756
"(2, 7, 1)","(2, 9, 2)",0.31083423,40.38287865370512
"(2, 7, 1)","(2, 9, 3)",0.17530076,49.5597936026752
"(2, 7, 1)","(2, 9, 4)",0.28730607,46.01034627109766
"(2, 7, 1)","(2, 9, 5)",-0.15794547,45.85865404456854
"(2, 7, 1)","(2, 9, 6)",0.40289354,48.24358096346259
"(2, 7, 1)","(2, 9, 7)",0.49244705,33.61231968179345
"(2, 7, 1)","(2, 9, 8)",0.054138444,53.266996413469315
"(2, 7, 1)","(3, 2, 0)",0.26854277,63.22099230065942
"(2, 7, 1)","(3, 2, 1)",0.02293238,58.204559192061424
"(2, 7, 1)","(3, 2, 2)",-0.0026490851,61.458327144384384
"(2, 7, 1)","(3, 2, 3)",0.045133762,54.118998646736145
"(2, 7, 1)","(3, 2, 4)",0.08468604,63.31540287286043
"(2, 7, 1)","(3, 2, 5)",-0.007894955,58.128897089511156
"(2, 7, 1)","(3, 2, 6)",-0.10023652,58.76250908523798
"(2, 7, 1)","(3, 2, 7)",0.13752298,52.60708215087652
"(2, 7, 1)","(3, 2, 8)",0.021221127,55.369679056108
"(2, 7, 1)","(3, 3, 0)",0.02793444,52.24476243555546
"(2, 7, 1)","(3, 3, 1)",0.36871046,43.074486553668976
"(2, 7, 1)","(3, 3, 2)",0.43955222,42.470456421375275
"(2, 7, 1)","(3, 3, 3)",0.20107894,52.04512092471123
"(2, 7, 1)","(3, 3, 4)",0.38105005,42.26691194623709
"(2, 7, 1)","(3, 3, 5)",-0.18860075,47.42953438311815
"(2, 7, 1)","(3, 3, 6)",0.43225357,39.19624949246645
"(2, 7, 1)","(3, 3, 7)",0.44757175,39.63977764174342
"(2, 7, 1)","(3, 3, 8)",-0.12559591,53.51989847421646
"(2, 7, 1)","(3, 4, 0)",0.13183998,49.170739598572254
"(2, 7, 1)","(3, 4, 1)",0.6920864,34.38960401341319
"(2, 7, 1)","(3, 4, 2)",0.3989272,41.95700068026781
"(2, 7, 1)","(3, 4, 3)",0.21828552,55.658261835575104
"(2, 7, 1)","(3, 4, 4)",0.48715168,40.671169724315405
"(2, 7, 1)","(3, 4, 5)",-0.20470089,46.877194970846176
"(2, 7, 1)","(3, 4, 6)",0.46768057,45.12109462916851
"(2, 7, 1)","(3, 4, 7)",0.46583518,38.82247945293784
"(2, 7, 1)","(3, 4, 8)",-0.0613241,47.649293303489685
"(2, 7, 1)","(3, 5, 0)",0.12419931,49.06311795115471
"(2, 7, 1)","(3, 5, 1)",0.73420584,35.96837807446718
"(2, 7, 1)","(3, 5, 2)",0.41639823,41.82340397685766
"(2, 7, 1)","(3, 5, 3)",0.23640546,52.988688841462135
"(2, 7, 1)","(3, 5, 4)",0.5415331,40.53798861801624
"(2, 7, 1)","(3, 5, 5)",-0.18783918,46.1716383472085
"(2, 7, 1)","(3, 5, 6)",0.47577098,41.879197269678116
"(2, 7, 1)","(3, 5, 7)",0.46500802,41.52006012946367
"(2, 7, 1)","(3, 5, 8)",-0.09802987,52.14342990517616
"(2, 7, 1)","(3, 6, 0)",0.16095728,45.570665299892426
"(2, 7, 1)","(3, 6, 1)",0.70891255,33.43570575863123
"(2, 7, 1)","(3, 6, 2)",0.4582228,38.592587646096945
"(2, 7, 1)","(3, 6, 3)",0.24000949,48.79902533441782
"(2, 7, 1)","(3, 6, 4)",0.39597234,40.98266849666834
"(2, 7, 1)","(3, 6, 5)",-0.19123349,45.49418178200722
"(2, 7, 1)","(3, 6, 6)",0.38442323,41.57631664723158
"(2, 7, 1)","(3, 6, 7)",0.4815455,35.84723189473152
"(2, 7, 1)","(3, 6, 8)",0.102905676,48.96329626441002
"(2, 7, 1)","(3, 7, 0)",0.17986773,46.383833676576614
"(2, 7, 1)","(3, 7, 1)",0.76992023,32.458324544131756
"(2, 7, 1)","(3, 7, 2)",0.4916726,36.36743935570121
"(2, 7, 1)","(3, 7, 3)",0.2177814,47.838573575019836
"(2, 7, 1)","(3, 7, 4)",0.54552543,38.867192320525646
"(2, 7, 1)","(3, 7, 5)",-0.26266176,45.4943680241704
"(2, 7, 1)","(3, 7, 6)",0.3928041,45.683312989771366
"(2, 7, 1)","(3, 7, 7)",0.37285712,38.628628358244896
"(2, 7, 1)","(3, 7, 8)",0.051208593,45.94301354885101
"(2, 7, 1)","(3, 8, 0)",0.18437932,43.021253280341625
"(2, 7, 1)","(3, 8, 1)",0.75020176,35.067009046673775
"(2, 7, 1)","(3, 8, 2)",0.47908854,35.86303868889809
"(2, 7, 1)","(3, 8, 3)",0.23096016,50.95450007170439
"(2, 7, 1)","(3, 8, 4)",0.4739199,41.43068193644285
"(2, 7, 1)","(3, 8, 5)",-0.25164187,47.71310154348612
"(2, 7, 1)","(3, 8, 6)",0.3717846,46.07970580458641
"(2, 7, 1)","(3, 8, 7)",0.4523402,38.89919516444206
"(2, 7, 1)","(3, 8, 8)",0.005540863,49.84631264209747
"(2, 7, 1)","(3, 9, 0)",0.13945755,50.987154856324196
"(2, 7, 1)","(3, 9, 1)",0.7000392,40.537474289536476
"(2, 7, 1)","(3, 9, 2)",0.38953343,41.276433162391186
"(2, 7, 1)","(3, 9, 3)",0.07920357,49.90976718068123
"(2, 7, 1)","(3, 9, 4)",0.34694654,39.2153163254261
"(2, 7, 1)","(3, 9, 5)",-0.2108975,47.18384247273207
"(2, 7, 1)","(3, 9, 6)",0.36861885,46.24996376037598
"(2, 7, 1)","(3, 9, 7)",0.40054527,41.03489984571934
"(2, 7, 1)","(3, 9, 8)",0.18713771,58.97896444797516
"(2, 7, 1)","(5, 2, 0)",0.061380472,55.22969964146614
"(2, 7, 1)","(5, 2, 1)",0.06210467,48.53851303458214
"(2, 7, 1)","(5, 2, 2)",-0.17042868,55.998856261372566
"(2, 7, 1)","(5, 2, 3)",-0.09068141,51.12322869896889
"(2, 7, 1)","(5, 2, 4)",0.097991176,54.92735716700554
"(2, 7, 1)","(5, 2, 5)",0.058346573,51.58629220724106
"(2, 7, 1)","(5, 2, 6)",-0.12059823,55.298127233982086
"(2, 7, 1)","(5, 2, 7)",-0.006128927,57.0618901848793
"(2, 7, 1)","(5, 2, 8)",0.23716776,44.786505684256554
"(2, 7, 1)","(5, 3, 0)",-0.03969984,58.01718720793724
"(2, 7, 1)","(5, 3, 1)",0.282012,47.14718383550644
"(2, 7, 1)","(5, 3, 2)",0.39227217,54.40935319662094
"(2, 7, 1)","(5, 3, 3)",0.239989,59.97980013489723
"(2, 7, 1)","(5, 3, 4)",0.32053584,40.78609812259674
"(2, 7, 1)","(5, 3, 5)",-0.22649239,44.65873450040817
"(2, 7, 1)","(5, 3, 6)",0.4336003,55.93315210938454
"(2, 7, 1)","(5, 3, 7)",0.3309241,46.51858001947403
"(2, 7, 1)","(5, 3, 8)",-0.0682997,52.14669170975685
"(2, 7, 1)","(5, 4, 0)",-0.025408668,56.88428691029549
"(2, 7, 1)","(5, 4, 1)",0.53712875,43.15614604949951
"(2, 7, 1)","(5, 4, 2)",0.4076381,47.80783501267433
"(2, 7, 1)","(5, 4, 3)",0.28966582,52.370876252651215
"(2, 7, 1)","(5, 4, 4)",0.45061556,44.24767130613327
"(2, 7, 1)","(5, 4, 5)",-0.22495586,46.73338803648949
"(2, 7, 1)","(5, 4, 6)",0.44066122,59.789763391017914
"(2, 7, 1)","(5, 4, 7)",0.39393428,47.35596019029617
"(2, 7, 1)","(5, 4, 8)",-0.024365697,61.420532405376434
"(2, 7, 1)","(5, 5, 0)",0.0042918613,56.04736685752869
"(2, 7, 1)","(5, 5, 1)",0.55345756,37.51428812742233
"(2, 7, 1)","(5, 5, 2)",0.4325444,50.967096120119095
"(2, 7, 1)","(5, 5, 3)",0.29943165,54.31950584053993
"(2, 7, 1)","(5, 5, 4)",0.42742068,40.355735287070274
"(2, 7, 1)","(5, 5, 5)",-0.27772972,43.50452217459679
"(2, 7, 1)","(5, 5, 6)",0.42968166,53.246723651885986
"(2, 7, 1)","(5, 5, 7)",0.4690995,41.673353374004364
"(2, 7, 1)","(5, 5, 8)",-0.06618754,57.87410333752632
"(2, 7, 1)","(5, 6, 0)",-0.09684338,77.74043357372284
"(2, 7, 1)","(5, 6, 1)",0.64674616,45.63238599896431
"(2, 7, 1)","(5, 6, 2)",0.40511245,47.691444128751755
"(2, 7, 1)","(5, 6, 3)",0.10531714,59.94102039933205
"(2, 7, 1)","(5, 6, 4)",0.37008098,45.66297763586044
"(2, 7, 1)","(5, 6, 5)",-0.33961198,47.83992261439562
"(2, 7, 1)","(5, 6, 6)",0.34791216,57.15247690677643
"(2, 7, 1)","(5, 6, 7)",0.57080835,44.188325613737106
"(2, 7, 1)","(5, 6, 8)",0.22637904,67.79134914278984
"(2, 7, 1)","(5, 7, 0)",-0.008970146,70.80602312088013
"(2, 7, 1)","(5, 7, 1)",0.70722663,50.41861313581467
"(2, 7, 1)","(5, 7, 2)",0.48468393,45.078442841768265
"(2, 7, 1)","(5, 7, 3)",0.10989561,61.07960006594658
"(2, 7, 1)","(5, 7, 4)",0.45444041,47.042645901441574
"(2, 7, 1)","(5, 7, 5)",-0.34185407,48.156521052122116
"(2, 7, 1)","(5, 7, 6)",0.32959256,58.3111232817173
"(2, 7, 1)","(5, 7, 7)",0.5192752,48.56065997481346
"(2, 7, 1)","(5, 7, 8)",0.1870306,62.334373742341995
"(2, 7, 1)","(5, 8, 0)",-0.083150074,83.48889741301537
"(2, 7, 1)","(5, 8, 1)",0.698963,45.26610451936722
"(2, 7, 1)","(5, 8, 2)",0.47044978,46.672129452228546
"(2, 7, 1)","(5, 8, 3)",0.12820403,63.040025264024734
"(2, 7, 1)","(5, 8, 4)",0.4337176,48.637445867061615
"(2, 7, 1)","(5, 8, 5)",-0.36532667,51.08439576625824
"(2, 7, 1)","(5, 8, 6)",0.3242934,60.76327010989189
"(2, 7, 1)","(5, 8, 7)",0.52651143,42.596596747636795
"(2, 7, 1)","(5, 8, 8)",0.062335756,67.40084725618362
"(2, 7, 1)","(5, 9, 0)",-0.008598482,78.62208688259125
"(2, 7, 1)","(5, 9, 1)",0.6880543,53.96819120645523
"(2, 7, 1)","(5, 9, 2)",0.42850658,46.10636845231056
"(2, 7, 1)","(5, 9, 3)",0.030543981,68.25644960999489
"(2, 7, 1)","(5, 9, 4)",0.25804737,45.46433098614216
"(2, 7, 1)","(5, 9, 5)",-0.31971925,53.84941312670708
"(2, 7, 1)","(5, 9, 6)",0.359269,60.89632007479668
"(2, 7, 1)","(5, 9, 7)",0.44085565,40.89271679520607
"(2, 7, 1)","(5, 9, 8)",0.31756353,78.30725693702698
"(2, 7, 2)","(2, 7, 3)",0.12912415,48.89332938194275
"(2, 7, 2)","(2, 7, 4)",0.4298723,36.940294906497
"(2, 7, 2)","(2, 7, 5)",-0.27543208,47.39338620007038
"(2, 7, 2)","(2, 7, 6)",0.41375348,37.243126802146435
"(2, 7, 2)","(2, 7, 7)",0.29316077,39.70391496270895
"(2, 7, 2)","(2, 7, 8)",0.046634268,51.07213904708624
"(2, 7, 2)","(2, 8, 0)",0.11536026,44.726944759488106
"(2, 7, 2)","(2, 8, 1)",0.43701574,36.8229311183095
"(2, 7, 2)","(2, 8, 2)",0.9690043,14.293245047330856
"(2, 7, 2)","(2, 8, 3)",0.13701959,51.19228348135948
"(2, 7, 2)","(2, 8, 4)",0.39738482,35.081346809864044
"(2, 7, 2)","(2, 8, 5)",-0.25487617,47.38921260088682
"(2, 7, 2)","(2, 8, 6)",0.3463671,37.43604805320501
"(2, 7, 2)","(2, 8, 7)",0.21266507,41.22856344282627
"(2, 7, 2)","(2, 8, 8)",-0.0012854913,47.32733312249184
"(2, 7, 2)","(2, 9, 0)",0.13998139,47.95654530078173
"(2, 7, 2)","(2, 9, 1)",0.4108251,39.84198823571205
"(2, 7, 2)","(2, 9, 2)",0.52683276,40.34296078979969
"(2, 7, 2)","(2, 9, 3)",0.10935946,51.858263656497
"(2, 7, 2)","(2, 9, 4)",0.18934305,42.45313163846731
"(2, 7, 2)","(2, 9, 5)",-0.22218251,48.71809473633766
"(2, 7, 2)","(2, 9, 6)",0.40658486,43.24686682224274
"(2, 7, 2)","(2, 9, 7)",0.39227542,36.41260299086571
"(2, 7, 2)","(2, 9, 8)",0.10558852,49.91756972670555
"(2, 7, 2)","(3, 2, 0)",0.10983671,55.959567822515965
"(2, 7, 2)","(3, 2, 1)",-0.105794065,53.281262055039406
"(2, 7, 2)","(3, 2, 2)",-0.11709048,53.09381391108036
"(2, 7, 2)","(3, 2, 3)",0.18494728,48.51354556530714
"(2, 7, 2)","(3, 2, 4)",0.13733192,57.8223048299551
"(2, 7, 2)","(3, 2, 5)",-0.007830639,53.10933626443148
"(2, 7, 2)","(3, 2, 6)",-0.25986585,52.81259161233902
"(2, 7, 2)","(3, 2, 7)",0.2030824,48.171315029263496
"(2, 7, 2)","(3, 2, 8)",0.10814378,53.20341406017542
"(2, 7, 2)","(3, 3, 0)",-0.008182848,50.51226994395256
"(2, 7, 2)","(3, 3, 1)",0.3110364,44.250548392534256
"(2, 7, 2)","(3, 3, 2)",0.5562471,33.01372191309929
"(2, 7, 2)","(3, 3, 3)",0.18747532,52.77314335107803
"(2, 7, 2)","(3, 3, 4)",0.30054283,38.20417197048664
"(2, 7, 2)","(3, 3, 5)",-0.2094508,53.442305251955986
"(2, 7, 2)","(3, 3, 6)",0.4410482,41.727520510554314
"(2, 7, 2)","(3, 3, 7)",0.3616934,40.56571424007416
"(2, 7, 2)","(3, 3, 8)",0.2108524,53.15455223619938
"(2, 7, 2)","(3, 4, 0)",0.05149471,44.15440958738327
"(2, 7, 2)","(3, 4, 1)",0.45128033,40.224801018834114
"(2, 7, 2)","(3, 4, 2)",0.5691648,34.487243846058846
"(2, 7, 2)","(3, 4, 3)",0.23964114,54.54531618952751
"(2, 7, 2)","(3, 4, 4)",0.38278654,35.11987978219986
"(2, 7, 2)","(3, 4, 5)",-0.21520317,47.70133699476719
"(2, 7, 2)","(3, 4, 6)",0.43236873,42.571279749274254
"(2, 7, 2)","(3, 4, 7)",0.39174324,40.9891577064991
"(2, 7, 2)","(3, 4, 8)",0.14744817,46.81959766149521
"(2, 7, 2)","(3, 5, 0)",0.007467003,44.14284321665764
"(2, 7, 2)","(3, 5, 1)",0.47897062,37.08021567761898
"(2, 7, 2)","(3, 5, 2)",0.54683334,34.034674383699894
"(2, 7, 2)","(3, 5, 3)",0.17399387,53.36329744756222
"(2, 7, 2)","(3, 5, 4)",0.39978394,38.25434510409832
"(2, 7, 2)","(3, 5, 5)",-0.2172387,49.15955287218094
"(2, 7, 2)","(3, 5, 6)",0.42988306,42.29555469751358
"(2, 7, 2)","(3, 5, 7)",0.34073612,42.06385849416256
"(2, 7, 2)","(3, 5, 8)",0.05419815,48.08364215493202
"(2, 7, 2)","(3, 6, 0)",0.05808398,44.581705152988434
"(2, 7, 2)","(3, 6, 1)",0.3865425,35.28030540049076
"(2, 7, 2)","(3, 6, 2)",0.799705,29.912497133016586
"(2, 7, 2)","(3, 6, 3)",0.12716548,47.66970742493868
"(2, 7, 2)","(3, 6, 4)",0.47412473,39.281344421207905
"(2, 7, 2)","(3, 6, 5)",-0.30292737,46.961441323161125
"(2, 7, 2)","(3, 6, 6)",0.4904344,43.23753660917282
"(2, 7, 2)","(3, 6, 7)",0.34593618,37.64881996810436
"(2, 7, 2)","(3, 6, 8)",0.13124323,48.6365350484848
"(2, 7, 2)","(3, 7, 0)",0.072955735,42.9646163135767
"(2, 7, 2)","(3, 7, 1)",0.38251117,35.126783430576324
"(2, 7, 2)","(3, 7, 2)",0.8039912,33.11416735500097
"(2, 7, 2)","(3, 7, 3)",0.15027343,48.36597889661789
"(2, 7, 2)","(3, 7, 4)",0.52451533,35.51561564207077
"(2, 7, 2)","(3, 7, 5)",-0.31659582,43.64665721356869
"(2, 7, 2)","(3, 7, 6)",0.5180721,42.61506441235542
"(2, 7, 2)","(3, 7, 7)",0.34431598,40.467119947075844
"(2, 7, 2)","(3, 7, 8)",0.13351265,46.96089223027229
"(2, 7, 2)","(3, 8, 0)",0.0868571,42.43873678147793
"(2, 7, 2)","(3, 8, 1)",0.33790725,38.02735534310341
"(2, 7, 2)","(3, 8, 2)",0.79302573,30.99200016260147
"(2, 7, 2)","(3, 8, 3)",0.098508246,49.916598707437515
"(2, 7, 2)","(3, 8, 4)",0.51153255,36.774020954966545
