curva_i,curva_j,pearson,dtw
"(2, 4, 4)","(3, 3, 7)",0.23913416,31.581275284290314
"(2, 4, 4)","(3, 3, 8)",0.17076902,41.64154118299484
"(2, 4, 4)","(3, 4, 0)",-0.028478703,35.6541965007782
"(2, 4, 4)","(3, 4, 1)",0.46690103,35.086731158196926
"(2, 4, 4)","(3, 4, 2)",0.5276088,37.50354702025652
"(2, 4, 4)","(3, 4, 3)",0.14974047,55.971025079488754
"(2, 4, 4)","(3, 4, 4)",0.8162878,25.363638918846846
"(2, 4, 4)","(3, 4, 5)",-0.19947816,45.50456631183624
"(2, 4, 4)","(3, 4, 6)",0.42797798,41.103105902671814
"(2, 4, 4)","(3, 4, 7)",0.2677103,30.22287668287754
"(2, 4, 4)","(3, 4, 8)",0.23192565,40.86061564087868
"(2, 4, 4)","(3, 5, 0)",-0.03711592,35.77889700233936
"(2, 4, 4)","(3, 5, 1)",0.5378022,33.658627316355705
"(2, 4, 4)","(3, 5, 2)",0.49503392,35.42592307925224
"(2, 4, 4)","(3, 5, 3)",0.11764101,52.336924493312836
"(2, 4, 4)","(3, 5, 4)",0.75562096,29.79236702620983
"(2, 4, 4)","(3, 5, 5)",-0.17286722,41.35091906785965
"(2, 4, 4)","(3, 5, 6)",0.43633333,39.530163928866386
"(2, 4, 4)","(3, 5, 7)",0.19453253,31.822367757558823
"(2, 4, 4)","(3, 5, 8)",0.08864473,41.747387140989304
"(2, 4, 4)","(3, 6, 0)",0.042904284,44.83006204664707
"(2, 4, 4)","(3, 6, 1)",0.6126171,29.960474967956543
"(2, 4, 4)","(3, 6, 2)",0.2654116,37.37355799973011
"(2, 4, 4)","(3, 6, 3)",0.11135163,53.023143976926804
"(2, 4, 4)","(3, 6, 4)",0.3572649,32.374285370111465
"(2, 4, 4)","(3, 6, 5)",-0.15275252,41.792721793055534
"(2, 4, 4)","(3, 6, 6)",0.31669715,43.68663229048252
"(2, 4, 4)","(3, 6, 7)",0.30391163,31.814645886421204
"(2, 4, 4)","(3, 6, 8)",0.41849777,47.76586863398552
"(2, 4, 4)","(3, 7, 0)",0.14130108,43.427227199077606
"(2, 4, 4)","(3, 7, 1)",0.56954175,33.37880989909172
"(2, 4, 4)","(3, 7, 2)",0.3268652,39.11324068158865
"(2, 4, 4)","(3, 7, 3)",0.10240949,51.850296050310135
"(2, 4, 4)","(3, 7, 4)",0.3631844,28.814829766750336
"(2, 4, 4)","(3, 7, 5)",-0.18931562,42.67598846554756
"(2, 4, 4)","(3, 7, 6)",0.31791818,47.9637586325407
"(2, 4, 4)","(3, 7, 7)",0.29842627,32.93811412155628
"(2, 4, 4)","(3, 7, 8)",0.25984177,47.06645655632019
"(2, 4, 4)","(3, 8, 0)",0.09401625,42.32705667614937
"(2, 4, 4)","(3, 8, 1)",0.58277583,33.854267582297325
"(2, 4, 4)","(3, 8, 2)",0.338944,36.11678311228752
"(2, 4, 4)","(3, 8, 3)",0.110771865,54.53549852967262
"(2, 4, 4)","(3, 8, 4)",0.36831203,31.573768764734268
"(2, 4, 4)","(3, 8, 5)",-0.16987072,41.17827291786671
"(2, 4, 4)","(3, 8, 6)",0.26336622,47.82708965241909
"(2, 4, 4)","(3, 8, 7)",0.23280369,32.501057267189026
"(2, 4, 4)","(3, 8, 8)",0.21920165,48.992688447237015
"(2, 4, 4)","(3, 9, 0)",0.021185555,44.79167202115059
"(2, 4, 4)","(3, 9, 1)",0.5189548,44.51586592197418
"(2, 4, 4)","(3, 9, 2)",0.34621516,30.124591320753098
"(2, 4, 4)","(3, 9, 3)",0.1545635,50.93815053999424
"(2, 4, 4)","(3, 9, 4)",0.6346992,35.4627680927515
"(2, 4, 4)","(3, 9, 5)",-0.19279702,42.42683456838131
"(2, 4, 4)","(3, 9, 6)",0.43354124,46.94196929037571
"(2, 4, 4)","(3, 9, 7)",0.28758338,32.33341110497713
"(2, 4, 4)","(3, 9, 8)",0.49104577,59.15229783952236
"(2, 4, 4)","(5, 2, 0)",0.1108065,38.39226793497801
"(2, 4, 4)","(5, 2, 1)",0.06388918,37.89645312726498
"(2, 4, 4)","(5, 2, 2)",-0.11782732,45.130172431468964
"(2, 4, 4)","(5, 2, 3)",-0.008777135,35.06556707620621
"(2, 4, 4)","(5, 2, 4)",-0.027496161,40.43529251217842
"(2, 4, 4)","(5, 2, 5)",0.0010151913,40.72248595952988
"(2, 4, 4)","(5, 2, 6)",-0.06769126,39.96859788894653
"(2, 4, 4)","(5, 2, 7)",-0.014424034,42.98667159676552
"(2, 4, 4)","(5, 2, 8)",0.3100623,33.890002742409706
"(2, 4, 4)","(5, 3, 0)",-0.10311944,58.23805472254753
"(2, 4, 4)","(5, 3, 1)",0.3653062,43.58301368355751
"(2, 4, 4)","(5, 3, 2)",0.36212063,51.66695499420166
"(2, 4, 4)","(5, 3, 3)",0.18272717,68.93813392519951
"(2, 4, 4)","(5, 3, 4)",0.55237377,37.6537022292614
"(2, 4, 4)","(5, 3, 5)",-0.24276395,43.048956751823425
"(2, 4, 4)","(5, 3, 6)",0.53378516,57.35562554001808
"(2, 4, 4)","(5, 3, 7)",0.16836987,37.66595906019211
"(2, 4, 4)","(5, 3, 8)",0.29241922,51.35862483084202
"(2, 4, 4)","(5, 4, 0)",-0.082162604,57.426128536462784
"(2, 4, 4)","(5, 4, 1)",0.51332784,44.816669315099716
"(2, 4, 4)","(5, 4, 2)",0.45693764,46.886750251054764
"(2, 4, 4)","(5, 4, 3)",0.27506754,62.1758498698473
"(2, 4, 4)","(5, 4, 4)",0.64995515,40.603889644145966
"(2, 4, 4)","(5, 4, 5)",-0.23277575,44.10930624604225
"(2, 4, 4)","(5, 4, 6)",0.45199195,63.661774039268494
"(2, 4, 4)","(5, 4, 7)",0.2761057,38.8054633140564
"(2, 4, 4)","(5, 4, 8)",0.18587314,61.23228457570076
"(2, 4, 4)","(5, 5, 0)",-0.08059591,59.94960010051727
"(2, 4, 4)","(5, 5, 1)",0.5688359,40.974198907613754
"(2, 4, 4)","(5, 5, 2)",0.40764654,48.89117822051048
"(2, 4, 4)","(5, 5, 3)",0.19331303,65.66601666808128
"(2, 4, 4)","(5, 5, 4)",0.57009876,38.07609076797962
"(2, 4, 4)","(5, 5, 5)",-0.26020953,43.68081422150135
"(2, 4, 4)","(5, 5, 6)",0.46904737,61.841035291552544
"(2, 4, 4)","(5, 5, 7)",0.25605837,37.73759211599827
"(2, 4, 4)","(5, 5, 8)",0.113287814,53.588774383068085
"(2, 4, 4)","(5, 6, 0)",-0.078492455,78.7787389755249
"(2, 4, 4)","(5, 6, 1)",0.55813426,51.83869129419327
"(2, 4, 4)","(5, 6, 2)",0.3573003,49.093588799238205
"(2, 4, 4)","(5, 6, 3)",-0.004728127,72.24811923503876
"(2, 4, 4)","(5, 6, 4)",0.3095129,38.80826948583126
"(2, 4, 4)","(5, 6, 5)",-0.32783735,52.294809341430664
"(2, 4, 4)","(5, 6, 6)",0.33715534,64.67695108056068
"(2, 4, 4)","(5, 6, 7)",0.36488077,42.55800515413284
"(2, 4, 4)","(5, 6, 8)",0.41728848,72.97511857748032
"(2, 4, 4)","(5, 7, 0)",-0.022980867,76.58469331264496
"(2, 4, 4)","(5, 7, 1)",0.52528024,56.62581217288971
"(2, 4, 4)","(5, 7, 2)",0.4323538,51.24026241898537
"(2, 4, 4)","(5, 7, 3)",0.011341374,72.92535093426704
"(2, 4, 4)","(5, 7, 4)",0.26118594,41.51954370737076
"(2, 4, 4)","(5, 7, 5)",-0.27759534,52.695804089307785
"(2, 4, 4)","(5, 7, 6)",0.3410188,63.488719433546066
"(2, 4, 4)","(5, 7, 7)",0.31507713,43.31359764933586
"(2, 4, 4)","(5, 7, 8)",0.35181358,72.58442816138268
"(2, 4, 4)","(5, 8, 0)",-0.07908012,89.33016341924667
"(2, 4, 4)","(5, 8, 1)",0.5536305,54.815913423895836
"(2, 4, 4)","(5, 8, 2)",0.4410349,52.979016065597534
"(2, 4, 4)","(5, 8, 3)",0.010961284,77.14008522033691
"(2, 4, 4)","(5, 8, 4)",0.29059163,39.98627719283104
"(2, 4, 4)","(5, 8, 5)",-0.30780125,52.005333453416824
"(2, 4, 4)","(5, 8, 6)",0.32308477,67.27627512812614
"(2, 4, 4)","(5, 8, 7)",0.2956146,39.14957791566849
"(2, 4, 4)","(5, 8, 8)",0.21843727,73.73670718073845
"(2, 4, 4)","(5, 9, 0)",-0.019442722,91.26458233594894
"(2, 4, 4)","(5, 9, 1)",0.50316256,64.2382060289383
"(2, 4, 4)","(5, 9, 2)",0.4993984,44.9107449054718
"(2, 4, 4)","(5, 9, 3)",0.08842433,78.01311522722244
"(2, 4, 4)","(5, 9, 4)",0.59367836,40.843182399868965
"(2, 4, 4)","(5, 9, 5)",-0.30717543,54.44738844037056
"(2, 4, 4)","(5, 9, 6)",0.44386354,62.818335831165314
"(2, 4, 4)","(5, 9, 7)",0.3427398,41.29563570022583
"(2, 4, 4)","(5, 9, 8)",0.4307973,80.91236409544945
"(2, 4, 5)","(2, 4, 6)",-0.08162235,53.45830509066582
"(2, 4, 5)","(2, 4, 7)",0.07524595,27.292189672589302
"(2, 4, 5)","(2, 4, 8)",0.024160553,34.123370960354805
"(2, 4, 5)","(2, 5, 0)",-0.12275511,34.51536733657122
"(2, 4, 5)","(2, 5, 1)",0.08249672,33.19889256358147
"(2, 4, 5)","(2, 5, 2)",-0.13110009,41.2903206422925
"(2, 4, 5)","(2, 5, 3)",-0.121614136,66.47595825046301
"(2, 4, 5)","(2, 5, 4)",0.005013857,43.83610497415066
"(2, 4, 5)","(2, 5, 5)",0.91936505,10.776272751390934
"(2, 4, 5)","(2, 5, 6)",-0.035239007,51.910294730216265
"(2, 4, 5)","(2, 5, 7)",0.027915264,26.64553163200617
"(2, 4, 5)","(2, 5, 8)",-0.034460552,29.672679729759693
"(2, 4, 5)","(2, 6, 0)",-0.0013951048,35.335098408162594
"(2, 4, 5)","(2, 6, 1)",-0.009124821,42.332645028829575
"(2, 4, 5)","(2, 6, 2)",-0.042448785,49.286400862038136
"(2, 4, 5)","(2, 6, 3)",-0.10305129,60.661649361252785
"(2, 4, 5)","(2, 6, 4)",-0.022494726,44.39132044836879
"(2, 4, 5)","(2, 6, 5)",0.56726915,28.534374978393316
"(2, 4, 5)","(2, 6, 6)",0.04808123,59.694917023181915
"(2, 4, 5)","(2, 6, 7)",0.032149933,38.10267999768257
"(2, 4, 5)","(2, 6, 8)",-0.11648473,52.0627027861774
"(2, 4, 5)","(2, 7, 0)",-0.016123174,40.215002469718456
"(2, 4, 5)","(2, 7, 1)",-0.087648235,47.01189838349819
"(2, 4, 5)","(2, 7, 2)",-0.108636074,50.16589463502169
"(2, 4, 5)","(2, 7, 3)",-0.05785569,62.30989137291908
"(2, 4, 5)","(2, 7, 4)",0.0057965666,48.39718206226826
"(2, 4, 5)","(2, 7, 5)",0.6558267,25.21959532238543
"(2, 4, 5)","(2, 7, 6)",-0.054669384,59.55037684738636
"(2, 4, 5)","(2, 7, 7)",0.025283413,39.97150757163763
"(2, 4, 5)","(2, 7, 8)",-0.07102611,59.312398083508015
"(2, 4, 5)","(2, 8, 0)",-0.027944315,39.053466118872166
"(2, 4, 5)","(2, 8, 1)",-0.053471882,47.27426624670625
"(2, 4, 5)","(2, 8, 2)",-0.09631483,50.25775969028473
"(2, 4, 5)","(2, 8, 3)",-0.076471195,66.2158212736249
"(2, 4, 5)","(2, 8, 4)",-0.019831406,49.837430126965046
"(2, 4, 5)","(2, 8, 5)",0.65051997,24.8839610517025
"(2, 4, 5)","(2, 8, 6)",0.0054285335,58.03038902208209
"(2, 4, 5)","(2, 8, 7)",0.07371917,33.45713981240988
"(2, 4, 5)","(2, 8, 8)",-0.055469744,45.746612288057804
"(2, 4, 5)","(2, 9, 0)",-0.038074803,49.81299366056919
"(2, 4, 5)","(2, 9, 1)",-0.025142767,60.66706523299217
"(2, 4, 5)","(2, 9, 2)",-0.16296531,38.24638098478317
"(2, 4, 5)","(2, 9, 3)",0.08433545,64.45031163468957
"(2, 4, 5)","(2, 9, 4)",-0.03685921,50.77091959118843
"(2, 4, 5)","(2, 9, 5)",0.72632146,23.59072772040963
"(2, 4, 5)","(2, 9, 6)",0.0061471052,65.16584169119596
"(2, 4, 5)","(2, 9, 7)",-0.0557014,44.269309885799885
"(2, 4, 5)","(2, 9, 8)",0.040551625,59.321736712008715
"(2, 4, 5)","(3, 2, 0)",-0.16402529,22.72884226217866
"(2, 4, 5)","(3, 2, 1)",0.14785708,22.464896023273468
"(2, 4, 5)","(3, 2, 2)",0.10743239,23.154397271573544
"(2, 4, 5)","(3, 2, 3)",-0.020930555,24.142867907881737
"(2, 4, 5)","(3, 2, 4)",-0.05825991,24.79041788727045
"(2, 4, 5)","(3, 2, 5)",0.25628105,23.144656840711832
"(2, 4, 5)","(3, 2, 6)",0.23859623,22.761712290346622
"(2, 4, 5)","(3, 2, 7)",0.18027446,26.121926821768284
"(2, 4, 5)","(3, 2, 8)",-0.11024454,33.8468720279634
"(2, 4, 5)","(3, 3, 0)",-0.2096071,34.5348000228405
"(2, 4, 5)","(3, 3, 1)",0.07690476,36.50036912411451
"(2, 4, 5)","(3, 3, 2)",-0.13866712,49.43433544039726
"(2, 4, 5)","(3, 3, 3)",0.06691883,82.8704893887043
"(2, 4, 5)","(3, 3, 4)",0.031180086,48.764295265078545
"(2, 4, 5)","(3, 3, 5)",0.6895959,28.989317685365677
"(2, 4, 5)","(3, 3, 6)",0.021418197,71.55194302648306
"(2, 4, 5)","(3, 3, 7)",0.101401635,35.57734199240804
"(2, 4, 5)","(3, 3, 8)",-0.19142622,47.020508274436
"(2, 4, 5)","(3, 4, 0)",-0.22696474,36.14023879915476
"(2, 4, 5)","(3, 4, 1)",-0.07139586,45.037859201431274
"(2, 4, 5)","(3, 4, 2)",-0.19816974,47.16044580936432
"(2, 4, 5)","(3, 4, 3)",0.045853015,75.95612056553364
"(2, 4, 5)","(3, 4, 4)",0.00014697516,48.113071262836456
"(2, 4, 5)","(3, 4, 5)",0.7941162,32.09501849859953
"(2, 4, 5)","(3, 4, 6)",-0.0063351286,73.5834306254983
"(2, 4, 5)","(3, 4, 7)",0.095633686,36.90003592520952
"(2, 4, 5)","(3, 4, 8)",-0.011987449,50.327947199344635
"(2, 4, 5)","(3, 5, 0)",-0.21840158,37.21122959256172
"(2, 4, 5)","(3, 5, 1)",0.022151655,41.74038580805063
"(2, 4, 5)","(3, 5, 2)",-0.15328969,52.42031256109476
"(2, 4, 5)","(3, 5, 3)",0.03285146,78.8731717467308
"(2, 4, 5)","(3, 5, 4)",0.012341377,46.98965033143759
"(2, 4, 5)","(3, 5, 5)",0.7780906,30.543876245617867
"(2, 4, 5)","(3, 5, 6)",0.0020474119,74.50274394452572
"(2, 4, 5)","(3, 5, 7)",-0.007820211,33.05364326387644
"(2, 4, 5)","(3, 5, 8)",-0.09648812,44.877590611577034
"(2, 4, 5)","(3, 6, 0)",-0.07926724,48.52322468161583
"(2, 4, 5)","(3, 6, 1)",-0.02552386,50.75511263310909
"(2, 4, 5)","(3, 6, 2)",-0.051803686,51.244309194386005
"(2, 4, 5)","(3, 6, 3)",-0.0769021,70.21744348108768
"(2, 4, 5)","(3, 6, 4)",-0.06602224,50.20757443830371
"(2, 4, 5)","(3, 6, 5)",0.5621702,36.878640688955784
"(2, 4, 5)","(3, 6, 6)",-0.045710966,74.43188060075045
"(2, 4, 5)","(3, 6, 7)",0.015938338,44.819267116487026
"(2, 4, 5)","(3, 6, 8)",-0.19538692,70.02447190880775
"(2, 4, 5)","(3, 7, 0)",-0.06983149,55.271335899829865
"(2, 4, 5)","(3, 7, 1)",-0.074196815,54.300611808896065
"(2, 4, 5)","(3, 7, 2)",-0.087767325,53.773087702691555
"(2, 4, 5)","(3, 7, 3)",-0.0402474,66.12009191513062
"(2, 4, 5)","(3, 7, 4)",-0.13818142,54.67203086614609
"(2, 4, 5)","(3, 7, 5)",0.5799021,36.37922042608261
"(2, 4, 5)","(3, 7, 6)",-0.1078371,72.82566099613905
"(2, 4, 5)","(3, 7, 7)",0.05079297,44.69475883990526
"(2, 4, 5)","(3, 7, 8)",-0.017840076,66.75046733021736
"(2, 4, 5)","(3, 8, 0)",-0.071181566,53.941621609032154
"(2, 4, 5)","(3, 8, 1)",-0.0464647,58.10225974023342
"(2, 4, 5)","(3, 8, 2)",-0.092232764,55.3718481361866
"(2, 4, 5)","(3, 8, 3)",-0.06352414,76.62893348187208
"(2, 4, 5)","(3, 8, 4)",-0.004888305,51.15824433416128
"(2, 4, 5)","(3, 8, 5)",0.59798175,34.42248494178057
"(2, 4, 5)","(3, 8, 6)",-0.050462157,68.67421901226044
"(2, 4, 5)","(3, 8, 7)",0.13218616,41.57198677957058
"(2, 4, 5)","(3, 8, 8)",-0.033842787,65.65570211410522
"(2, 4, 5)","(3, 9, 0)",-0.08453258,62.44506534934044
"(2, 4, 5)","(3, 9, 1)",-0.07560075,69.66861563175917
"(2, 4, 5)","(3, 9, 2)",-0.18258287,50.105058304965496
"(2, 4, 5)","(3, 9, 3)",0.18736996,81.19588196277618
"(2, 4, 5)","(3, 9, 4)",-0.06916487,49.3958640396595
"(2, 4, 5)","(3, 9, 5)",0.7113067,37.25187683850527
"(2, 4, 5)","(3, 9, 6)",0.059025653,73.15032673627138
"(2, 4, 5)","(3, 9, 7)",0.0069172373,49.956209018826485
"(2, 4, 5)","(3, 9, 8)",-0.011704078,87.37792041897774
"(2, 4, 5)","(5, 2, 0)",-0.06984673,28.553139306604862
"(2, 4, 5)","(5, 2, 1)",0.089520186,31.127347260713577
"(2, 4, 5)","(5, 2, 2)",0.004507601,30.71432653069496
"(2, 4, 5)","(5, 2, 3)",0.0021135153,27.47830080986023
"(2, 4, 5)","(5, 2, 4)",0.03383387,33.33149227499962
"(2, 4, 5)","(5, 2, 5)",0.25732297,30.867360197007656
"(2, 4, 5)","(5, 2, 6)",0.17095014,29.885405883193016
"(2, 4, 5)","(5, 2, 7)",-0.0658745,41.229681596159935
"(2, 4, 5)","(5, 2, 8)",0.0659526,37.21053970605135
"(2, 4, 5)","(5, 3, 0)",0.19303289,67.88947036862373
"(2, 4, 5)","(5, 3, 1)",-0.09950969,60.8596713244915
"(2, 4, 5)","(5, 3, 2)",-0.12962593,67.95367899537086
"(2, 4, 5)","(5, 3, 3)",-0.071141824,98.50500625371933
"(2, 4, 5)","(5, 3, 4)",0.048975907,55.99761301279068
"(2, 4, 5)","(5, 3, 5)",0.70039266,47.15153652429581
"(2, 4, 5)","(5, 3, 6)",0.015406975,96.96725723147392
"(2, 4, 5)","(5, 3, 7)",0.033309307,55.95449963212013
"(2, 4, 5)","(5, 3, 8)",-0.014025351,72.1272452622652
"(2, 4, 5)","(5, 4, 0)",0.11798379,74.76356735825539
"(2, 4, 5)","(5, 4, 1)",-0.12234305,62.334131091833115
"(2, 4, 5)","(5, 4, 2)",-0.15766044,63.92262950539589
"(2, 4, 5)","(5, 4, 3)",0.0403268,91.25755360722542
"(2, 4, 5)","(5, 4, 4)",0.042215504,59.13346707820892
"(2, 4, 5)","(5, 4, 5)",0.75683415,51.8124463558197
"(2, 4, 5)","(5, 4, 6)",-0.057619464,109.6721446365118
"(2, 4, 5)","(5, 4, 7)",0.021549627,52.40078918635845
"(2, 4, 5)","(5, 4, 8)",0.112109706,77.51777490973473
"(2, 4, 5)","(5, 5, 0)",0.17415619,75.31022056937218
"(2, 4, 5)","(5, 5, 1)",-0.05462,61.20809492468834
"(2, 4, 5)","(5, 5, 2)",-0.15887134,66.51809546351433
"(2, 4, 5)","(5, 5, 3)",0.03302402,95.73412278294563
"(2, 4, 5)","(5, 5, 4)",-0.016119111,62.030540466308594
"(2, 4, 5)","(5, 5, 5)",0.71786666,50.62940555810928
"(2, 4, 5)","(5, 5, 6)",-0.011845096,101.77157033979893
"(2, 4, 5)","(5, 5, 7)",0.01617254,43.23988890647888
"(2, 4, 5)","(5, 5, 8)",0.11683118,75.14464937150478
"(2, 4, 5)","(5, 6, 0)",-0.040639196,100.02315598726273
"(2, 4, 5)","(5, 6, 1)",-0.07503203,78.53440128266811
"(2, 4, 5)","(5, 6, 2)",-0.081554174,70.41615143418312
"(2, 4, 5)","(5, 6, 3)",-0.06982565,96.32382172346115
"(2, 4, 5)","(5, 6, 4)",-0.10519484,60.012340381741524
"(2, 4, 5)","(5, 6, 5)",0.543068,48.235470570623875
"(2, 4, 5)","(5, 6, 6)",-0.044442695,87.87167678773403
"(2, 4, 5)","(5, 6, 7)",-0.0030019116,65.38695459067822
"(2, 4, 5)","(5, 6, 8)",0.064228766,118.97360786795616
"(2, 4, 5)","(5, 7, 0)",-0.021436265,104.01823660731316
"(2, 4, 5)","(5, 7, 1)",-0.1407416,87.5237908065319
"(2, 4, 5)","(5, 7, 2)",-0.13919398,65.70752993226051
"(2, 4, 5)","(5, 7, 3)",-0.023160342,101.02971670031548
"(2, 4, 5)","(5, 7, 4)",-0.14895755,68.45107674598694
"(2, 4, 5)","(5, 7, 5)",0.6389859,53.171191334724426
"(2, 4, 5)","(5, 7, 6)",-0.079087086,87.70090812444687
"(2, 4, 5)","(5, 7, 7)",0.024525959,65.70187637209892
"(2, 4, 5)","(5, 7, 8)",0.06328943,108.02683049440384
"(2, 4, 5)","(5, 8, 0)",0.02520991,110.8185625076294
"(2, 4, 5)","(5, 8, 1)",-0.05388367,87.106948107481
"(2, 4, 5)","(5, 8, 2)",-0.14181939,68.13088500499725
"(2, 4, 5)","(5, 8, 3)",0.025301423,94.26612487435341
"(2, 4, 5)","(5, 8, 4)",-0.11909638,65.11579015851021
"(2, 4, 5)","(5, 8, 5)",0.60477203,53.2142449170351
"(2, 4, 5)","(5, 8, 6)",-0.04605047,87.00103417038918
"(2, 4, 5)","(5, 8, 7)",0.027882366,59.3297324180603
"(2, 4, 5)","(5, 8, 8)",0.09880441,102.47929745912552
"(2, 4, 5)","(5, 9, 0)",0.1502644,109.14020651578903
"(2, 4, 5)","(5, 9, 1)",-0.09872913,91.19061440229416
"(2, 4, 5)","(5, 9, 2)",-0.13298704,74.96644903719425
"(2, 4, 5)","(5, 9, 3)",0.1935033,106.83513033390045
"(2, 4, 5)","(5, 9, 4)",-0.13183232,71.57961945235729
"(2, 4, 5)","(5, 9, 5)",0.5963357,57.42371019721031
"(2, 4, 5)","(5, 9, 6)",0.06693802,108.87352521717548
"(2, 4, 5)","(5, 9, 7)",0.026351891,72.46880497038364
"(2, 4, 5)","(5, 9, 8)",-0.024419062,134.21844920516014
"(2, 4, 6)","(2, 4, 7)",0.15925735,36.766219329088926
"(2, 4, 6)","(2, 4, 8)",0.15661047,48.8261588960886
"(2, 4, 6)","(2, 5, 0)",0.07460645,44.81202954053879
"(2, 4, 6)","(2, 5, 1)",0.38785517,36.77550259977579
"(2, 4, 6)","(2, 5, 2)",0.23997587,38.52081295847893
"(2, 4, 6)","(2, 5, 3)",0.4905879,50.26146786659956
"(2, 4, 6)","(2, 5, 4)",0.43779933,35.13113546743989
"(2, 4, 6)","(2, 5, 5)",-0.06711062,53.2015135884285
"(2, 4, 6)","(2, 5, 6)",0.957833,15.412180252373219
"(2, 4, 6)","(2, 5, 7)",0.14607447,42.15480424463749
"(2, 4, 6)","(2, 5, 8)",0.18219876,51.764168195426464
"(2, 4, 6)","(2, 6, 0)",0.15808883,41.52993533015251
"(2, 4, 6)","(2, 6, 1)",0.40275574,38.056147411465645
"(2, 4, 6)","(2, 6, 2)",0.33825752,39.50769654661417
"(2, 4, 6)","(2, 6, 3)",0.37789816,49.01714902371168
"(2, 4, 6)","(2, 6, 4)",0.4267549,35.363126523792744
"(2, 4, 6)","(2, 6, 5)",-0.17072429,49.28579452633858
"(2, 4, 6)","(2, 6, 6)",0.60932773,36.91588745266199
"(2, 4, 6)","(2, 6, 7)",0.16522697,38.30061798542738
"(2, 4, 6)","(2, 6, 8)",0.19536841,50.60249853879213
"(2, 4, 6)","(2, 7, 0)",0.2302541,42.58969481289387
"(2, 4, 6)","(2, 7, 1)",0.36868894,41.61970084160566
"(2, 4, 6)","(2, 7, 2)",0.33926478,38.33202368021011
"(2, 4, 6)","(2, 7, 3)",0.38490906,48.79806109517813
"(2, 4, 6)","(2, 7, 4)",0.4873433,31.878999292850494
"(2, 4, 6)","(2, 7, 5)",-0.20517574,48.387463226914406
"(2, 4, 6)","(2, 7, 6)",0.6637971,35.09088023006916
"(2, 4, 6)","(2, 7, 7)",0.15650973,38.78324145078659
"(2, 4, 6)","(2, 7, 8)",0.1592016,56.45320978760719
"(2, 4, 6)","(2, 8, 0)",0.20163123,43.916465766727924
"(2, 4, 6)","(2, 8, 1)",0.38041064,40.58570444583893
"(2, 4, 6)","(2, 8, 2)",0.34160838,38.460662081837654
"(2, 4, 6)","(2, 8, 3)",0.39520335,49.469975866377354
"(2, 4, 6)","(2, 8, 4)",0.42033932,37.8994182869792
"(2, 4, 6)","(2, 8, 5)",-0.20634477,49.35018302127719
"(2, 4, 6)","(2, 8, 6)",0.65963966,36.97243944555521
"(2, 4, 6)","(2, 8, 7)",0.11657383,38.28245971724391
"(2, 4, 6)","(2, 8, 8)",0.089018576,48.7405167222023
"(2, 4, 6)","(2, 9, 0)",0.2193918,49.6164635270834
"(2, 4, 6)","(2, 9, 1)",0.45458212,45.07554965093732
"(2, 4, 6)","(2, 9, 2)",0.38843358,36.95145173370838
"(2, 4, 6)","(2, 9, 3)",0.3414407,49.398693673312664
"(2, 4, 6)","(2, 9, 4)",0.46225816,37.69996456056833
"(2, 4, 6)","(2, 9, 5)",-0.1832398,48.33019430562854
"(2, 4, 6)","(2, 9, 6)",0.57991916,40.9195257127285
"(2, 4, 6)","(2, 9, 7)",0.18098287,37.28165006637573
"(2, 4, 6)","(2, 9, 8)",0.18004075,48.61948634684086
"(2, 4, 6)","(3, 2, 0)",0.30262634,63.85155338048935
"(2, 4, 6)","(3, 2, 1)",-0.11022166,56.38078781962395
"(2, 4, 6)","(3, 2, 2)",0.029889943,63.99508614838123
"(2, 4, 6)","(3, 2, 3)",0.1384078,50.364040829241276
"(2, 4, 6)","(3, 2, 4)",0.07628377,62.965665340423584
"(2, 4, 6)","(3, 2, 5)",0.09165648,56.438966765999794
"(2, 4, 6)","(3, 2, 6)",0.025333121,60.11058306694031
"(2, 4, 6)","(3, 2, 7)",-0.022384014,47.87382335960865
"(2, 4, 6)","(3, 2, 8)",0.2085462,54.20402489230037
"(2, 4, 6)","(3, 3, 0)",0.115022495,53.70196394622326
"(2, 4, 6)","(3, 3, 1)",0.19266112,42.037564396858215
"(2, 4, 6)","(3, 3, 2)",0.3322359,36.91407573968172
"(2, 4, 6)","(3, 3, 3)",0.3397029,47.69771410524845
"(2, 4, 6)","(3, 3, 4)",0.30571982,38.790960006415844
"(2, 4, 6)","(3, 3, 5)",-0.2188736,51.474141292274
"(2, 4, 6)","(3, 3, 6)",0.73208255,39.60255237668753
"(2, 4, 6)","(3, 3, 7)",0.07601684,44.00119314342737
"(2, 4, 6)","(3, 3, 8)",0.18090056,52.35275191068649
"(2, 4, 6)","(3, 4, 0)",0.18174264,45.979363799095154
"(2, 4, 6)","(3, 4, 1)",0.3568572,40.768419817090034
"(2, 4, 6)","(3, 4, 2)",0.3047675,36.70526398718357
"(2, 4, 6)","(3, 4, 3)",0.37015864,47.15092572569847
"(2, 4, 6)","(3, 4, 4)",0.43823794,36.674332320690155
"(2, 4, 6)","(3, 4, 5)",-0.23223338,52.07911458611488
"(2, 4, 6)","(3, 4, 6)",0.76850754,37.749018765985966
"(2, 4, 6)","(3, 4, 7)",0.09994173,38.716825902462006
"(2, 4, 6)","(3, 4, 8)",0.13965599,47.96060095727444
"(2, 4, 6)","(3, 5, 0)",0.15801573,43.67937859892845
