curva_i,curva_j,pearson,dtw
"(2, 2, 0)","(3, 6, 4)",0.13336419960584217,61.19694682151522
"(2, 2, 0)","(3, 6, 5)",-0.027428317856791333,46.59921408696882
"(2, 2, 0)","(3, 6, 6)",0.18451488753954912,122.87108471293945
"(2, 2, 0)","(3, 6, 7)",0.010587275756629719,47.714820388676884
"(2, 2, 0)","(3, 6, 8)",-0.11542437826267361,104.60143562656638
"(2, 2, 0)","(3, 7, 0)",0.22149145261942077,72.1224210433023
"(2, 2, 0)","(3, 7, 1)",0.07969627389505302,91.31036280957395
"(2, 2, 0)","(3, 7, 2)",0.06218464438404961,83.6961701264979
"(2, 2, 0)","(3, 7, 3)",0.2862653963771997,112.85504771922835
"(2, 2, 0)","(3, 7, 4)",0.06405764624832765,55.967950288273116
"(2, 2, 0)","(3, 7, 5)",-0.04593355943898728,48.2118819187865
"(2, 2, 0)","(3, 7, 6)",0.12424038049435121,123.04708394284185
"(2, 2, 0)","(3, 7, 7)",0.11386861111033153,48.618987300411334
"(2, 2, 0)","(3, 7, 8)",-0.0908032437959587,111.98559657981524
"(2, 2, 0)","(3, 8, 0)",0.21426590307868343,73.00489886317962
"(2, 2, 0)","(3, 8, 1)",0.09352361928932204,86.07553621998275
"(2, 2, 0)","(3, 8, 2)",0.0442386348363916,81.41559638341131
"(2, 2, 0)","(3, 8, 3)",0.2676972553942698,126.03385253953073
"(2, 2, 0)","(3, 8, 4)",0.1496429759796623,56.339688809545244
"(2, 2, 0)","(3, 8, 5)",-0.043922708349158415,47.09546789295454
"(2, 2, 0)","(3, 8, 6)",0.1472060726619874,117.76553477538545
"(2, 2, 0)","(3, 8, 7)",0.11068168232931082,44.04188606236944
"(2, 2, 0)","(3, 8, 8)",-0.10407927443118291,100.85711229183394
"(2, 2, 0)","(3, 9, 0)",0.22294388167852713,85.81383422502475
"(2, 2, 0)","(3, 9, 1)",0.03230752592510402,95.29662516789806
"(2, 2, 0)","(3, 9, 2)",0.11610218738103037,82.88668880548296
"(2, 2, 0)","(3, 9, 3)",0.38798509304880646,138.24074387152848
"(2, 2, 0)","(3, 9, 4)",-0.017963519764003413,79.99418505203818
"(2, 2, 0)","(3, 9, 5)",-0.055742428226515095,48.76337947465221
"(2, 2, 0)","(3, 9, 6)",0.21088308402277198,133.3218629643531
"(2, 2, 0)","(3, 9, 7)",0.1293607150598416,57.34757986341464
"(2, 2, 0)","(3, 9, 8)",-0.01756150469918883,110.74051164847434
"(2, 2, 0)","(5, 2, 0)",0.15878566842835076,25.879429342919167
"(2, 2, 0)","(5, 2, 1)",-0.055394518265708306,34.53558994823515
"(2, 2, 0)","(5, 2, 2)",0.10310361242152732,31.585731375149237
"(2, 2, 0)","(5, 2, 3)",0.014460617795330699,29.4436346005759
"(2, 2, 0)","(5, 2, 4)",0.016558192834886517,43.412640963814376
"(2, 2, 0)","(5, 2, 5)",0.10778469648341285,31.62629039505327
"(2, 2, 0)","(5, 2, 6)",-0.044115447171628186,35.72334073949799
"(2, 2, 0)","(5, 2, 7)",0.0030155353394242133,49.056182728308166
"(2, 2, 0)","(5, 2, 8)",0.0743543662114556,41.09647169738226
"(2, 2, 0)","(5, 3, 0)",-0.09458843907085193,103.51707975822984
"(2, 2, 0)","(5, 3, 1)",0.05961637789814147,86.89463026320792
"(2, 2, 0)","(5, 3, 2)",0.05061349576558659,126.68636502261236
"(2, 2, 0)","(5, 3, 3)",0.18236186390950127,187.187028766231
"(2, 2, 0)","(5, 3, 4)",0.08995737537914678,106.84221626931433
"(2, 2, 0)","(5, 3, 5)",0.10274619712909777,70.19231641578891
"(2, 2, 0)","(5, 3, 6)",0.04252497783381668,157.84018239220677
"(2, 2, 0)","(5, 3, 7)",0.0372170975358132,82.97590324557338
"(2, 2, 0)","(5, 3, 8)",-0.012590276294150838,145.96650483166525
"(2, 2, 0)","(5, 4, 0)",-0.019858867852849547,131.6551141531032
"(2, 2, 0)","(5, 4, 1)",0.07609548033457726,119.11162916647696
"(2, 2, 0)","(5, 4, 2)",0.053249459480987554,124.94148884346538
"(2, 2, 0)","(5, 4, 3)",0.22509486322618658,198.60956172452717
"(2, 2, 0)","(5, 4, 4)",-0.002975088222532553,101.87096115642446
"(2, 2, 0)","(5, 4, 5)",0.07948891545526521,79.13382373733111
"(2, 2, 0)","(5, 4, 6)",0.12569209679314577,168.12803353505856
"(2, 2, 0)","(5, 4, 7)",0.11603708031850028,77.77171732855344
"(2, 2, 0)","(5, 4, 8)",-0.032845211950584915,150.7400292833158
"(2, 2, 0)","(5, 5, 0)",-0.04350376483686112,119.95178886416014
"(2, 2, 0)","(5, 5, 1)",0.09577781913619514,112.8549208130313
"(2, 2, 0)","(5, 5, 2)",0.051820327750124996,134.90496672976448
"(2, 2, 0)","(5, 5, 3)",0.21208887685945532,205.57975125365135
"(2, 2, 0)","(5, 5, 4)",0.061551822145786424,103.88476109810065
"(2, 2, 0)","(5, 5, 5)",0.10873929552314186,68.42368664321249
"(2, 2, 0)","(5, 5, 6)",0.0986849054346565,164.64100827117392
"(2, 2, 0)","(5, 5, 7)",0.022796186508793125,70.83730696749168
"(2, 2, 0)","(5, 5, 8)",-0.032589646028786674,133.23534306199764
"(2, 2, 0)","(5, 6, 0)",-0.09392223469123985,176.47982140792342
"(2, 2, 0)","(5, 6, 1)",0.11901997337741996,140.92237363856205
"(2, 2, 0)","(5, 6, 2)",0.11908913229651057,137.81860597679875
"(2, 2, 0)","(5, 6, 3)",0.25679926270541686,193.97364151430386
"(2, 2, 0)","(5, 6, 4)",0.15550379349345592,111.78314053315971
"(2, 2, 0)","(5, 6, 5)",-0.04629680988413645,77.47258278859597
"(2, 2, 0)","(5, 6, 6)",0.20422256332255617,166.6413504459847
"(2, 2, 0)","(5, 6, 7)",0.05808160970670993,93.66765048107699
"(2, 2, 0)","(5, 6, 8)",-0.03614719865227837,204.93472309087088
"(2, 2, 0)","(5, 7, 0)",-0.010411880190233477,169.9630461495676
"(2, 2, 0)","(5, 7, 1)",0.08000759124361848,150.31120640342115
"(2, 2, 0)","(5, 7, 2)",0.08426998004149296,144.0937813450001
"(2, 2, 0)","(5, 7, 3)",0.3115614726137087,199.4858359396777
"(2, 2, 0)","(5, 7, 4)",0.10338336259694875,111.52293842371394
"(2, 2, 0)","(5, 7, 5)",-0.10071419956480317,87.89562667727898
"(2, 2, 0)","(5, 7, 6)",0.15681529612013115,171.54457564186097
"(2, 2, 0)","(5, 7, 7)",0.11855281541613256,91.515567890395
"(2, 2, 0)","(5, 7, 8)",-0.08002891702564241,209.24920704830998
"(2, 2, 0)","(5, 8, 0)",-0.0022926243838377698,191.50036178678664
"(2, 2, 0)","(5, 8, 1)",0.14250929530846912,158.1796812767759
"(2, 2, 0)","(5, 8, 2)",0.04711870340315488,143.32271618192246
"(2, 2, 0)","(5, 8, 3)",0.31188460878743723,209.22331079636663
"(2, 2, 0)","(5, 8, 4)",0.13194727365663317,118.8481635154873
"(2, 2, 0)","(5, 8, 5)",-0.08821248699836383,81.96639500830292
"(2, 2, 0)","(5, 8, 6)",0.15743582734218495,171.54989103552035
"(2, 2, 0)","(5, 8, 7)",0.08758720231600535,94.08864427535512
"(2, 2, 0)","(5, 8, 8)",-0.07833447010029204,206.91592934978743
"(2, 2, 0)","(5, 9, 0)",0.01797636805202134,195.0981821172903
"(2, 2, 0)","(5, 9, 1)",0.041645136749746445,163.4818251378259
"(2, 2, 0)","(5, 9, 2)",0.01752995878463549,134.1319268796374
"(2, 2, 0)","(5, 9, 3)",0.34835998422367126,217.43666702968002
"(2, 2, 0)","(5, 9, 4)",0.06434453786522058,125.14381046455054
"(2, 2, 0)","(5, 9, 5)",-0.09314516546581149,98.59727488787482
"(2, 2, 0)","(5, 9, 6)",0.17854848248795663,177.03175254697533
"(2, 2, 0)","(5, 9, 7)",0.16274638937412508,110.72946038430567
"(2, 2, 0)","(5, 9, 8)",-0.08539442118830831,220.15219355113734
"(2, 2, 1)","(2, 2, 2)",0.07256138264812541,9.823140979175164
"(2, 2, 1)","(2, 2, 3)",0.13021479594495858,8.956913322193248
"(2, 2, 1)","(2, 2, 4)",-0.02178183443161916,10.671379290455919
"(2, 2, 1)","(2, 2, 5)",0.13801446826507785,10.94751879840794
"(2, 2, 1)","(2, 2, 6)",-0.19357646476706866,9.800544847409343
"(2, 2, 1)","(2, 2, 7)",-0.0052718164871418454,12.667185755425654
"(2, 2, 1)","(2, 2, 8)",-0.035355515162906255,15.72612263726263
"(2, 2, 1)","(2, 3, 0)",0.06584587386493887,22.6030954839433
"(2, 2, 1)","(2, 3, 1)",0.28389483739824917,27.255398129211915
"(2, 2, 1)","(2, 3, 2)",-0.21393666276844495,45.415847583052454
"(2, 2, 1)","(2, 3, 3)",0.10629477911822977,75.37026226624833
"(2, 2, 1)","(2, 3, 4)",-0.14171709948953282,48.38580069770478
"(2, 2, 1)","(2, 3, 5)",0.13922445464892996,19.63131430012074
"(2, 2, 1)","(2, 3, 6)",-0.03551377807479892,66.77470391926178
"(2, 2, 1)","(2, 3, 7)",-0.09032118111184505,23.44523752094915
"(2, 2, 1)","(2, 3, 8)",0.14239668695471094,33.895682469974254
"(2, 2, 1)","(2, 4, 0)",-0.06112761490400791,36.309564462725184
"(2, 2, 1)","(2, 4, 1)",0.16461127492472402,34.32856270671597
"(2, 2, 1)","(2, 4, 2)",-0.20461388938631547,53.635927539814844
"(2, 2, 1)","(2, 4, 3)",0.09852609235707699,81.80403830256502
"(2, 2, 1)","(2, 4, 4)",-0.11323427533080782,52.373999878848686
"(2, 2, 1)","(2, 4, 5)",0.11331708049821268,22.705483049975925
"(2, 2, 1)","(2, 4, 6)",-0.04581501629332814,72.32113967136006
"(2, 2, 1)","(2, 4, 7)",-0.13111850925736251,23.938072453056456
"(2, 2, 1)","(2, 4, 8)",0.2620073698030082,37.07909668344264
"(2, 2, 1)","(2, 5, 0)",-0.056434924646695854,34.14990040770098
"(2, 2, 1)","(2, 5, 1)",0.19675422862121747,30.884669071097456
"(2, 2, 1)","(2, 5, 2)",-0.19175597090977398,51.39307341936794
"(2, 2, 1)","(2, 5, 3)",0.10515809893827495,86.17836196919183
"(2, 2, 1)","(2, 5, 4)",-0.10514837703927632,47.82015142831227
"(2, 2, 1)","(2, 5, 5)",0.136427777528388,23.56570424362178
"(2, 2, 1)","(2, 5, 6)",-0.02425204589435318,59.82057224326865
"(2, 2, 1)","(2, 5, 7)",-0.11391051083379199,20.429727259457525
"(2, 2, 1)","(2, 5, 8)",0.26773142871179545,24.040372148196557
"(2, 2, 1)","(2, 6, 0)",-0.13083634843630673,41.28996823984597
"(2, 2, 1)","(2, 6, 1)",0.2175387896920425,54.34010203129726
"(2, 2, 1)","(2, 6, 2)",-0.16495045163669955,57.89825059938772
"(2, 2, 1)","(2, 6, 3)",0.067157595892769,77.0637951365936
"(2, 2, 1)","(2, 6, 4)",-0.05243567806163969,56.63259233345337
"(2, 2, 1)","(2, 6, 5)",0.2747521467826463,28.198733001730897
"(2, 2, 1)","(2, 6, 6)",-0.05483105040790007,73.85291163588695
"(2, 2, 1)","(2, 6, 7)",-0.15001247746336688,37.18142596915205
"(2, 2, 1)","(2, 6, 8)",-0.030015148162861476,61.34304691750236
"(2, 2, 1)","(2, 7, 0)",-0.11966746451920368,46.9613354218424
"(2, 2, 1)","(2, 7, 1)",0.0995629078199115,65.60665853507577
"(2, 2, 1)","(2, 7, 2)",-0.16780269011752397,57.56829698553092
"(2, 2, 1)","(2, 7, 3)",0.043631325310093796,73.52319295342114
"(2, 2, 1)","(2, 7, 4)",0.024812674419055214,52.38269248133604
"(2, 2, 1)","(2, 7, 5)",0.1252297675688652,29.16934511120203
"(2, 2, 1)","(2, 7, 6)",-0.043621094809171444,75.90032728285453
"(2, 2, 1)","(2, 7, 7)",-0.10376984785157418,37.25929690663004
"(2, 2, 1)","(2, 7, 8)",-0.006051633702404058,63.94787844615498
"(2, 2, 1)","(2, 8, 0)",-0.09980146508659692,47.92994383002312
"(2, 2, 1)","(2, 8, 1)",0.14087321800948965,62.82850403513224
"(2, 2, 1)","(2, 8, 2)",-0.17759980728862265,56.88183256374986
"(2, 2, 1)","(2, 8, 3)",0.08012295916264077,85.01992907594435
"(2, 2, 1)","(2, 8, 4)",0.04638603011214288,51.32930303077981
"(2, 2, 1)","(2, 8, 5)",0.0905623628255227,26.540899502910012
"(2, 2, 1)","(2, 8, 6)",-0.017629064637887267,71.29696199136548
"(2, 2, 1)","(2, 8, 7)",-0.11350847664212554,37.710472792818614
"(2, 2, 1)","(2, 8, 8)",0.007461975946394045,48.77545918084907
"(2, 2, 1)","(2, 9, 0)",0.033700457945937255,63.6084052597195
"(2, 2, 1)","(2, 9, 1)",0.03136674956048999,69.02477441029043
"(2, 2, 1)","(2, 9, 2)",-0.16330019706028745,56.969702855779694
"(2, 2, 1)","(2, 9, 3)",-0.18012797153864046,81.01855897019058
"(2, 2, 1)","(2, 9, 4)",-0.20541487096082459,63.40271862099792
"(2, 2, 1)","(2, 9, 5)",0.13737060522751515,29.8432974524787
"(2, 2, 1)","(2, 9, 6)",-0.06271916531257263,87.20296206769716
"(2, 2, 1)","(2, 9, 7)",-0.16848182988818128,50.43800377860383
"(2, 2, 1)","(2, 9, 8)",-0.07278082526060044,62.003982995278406
"(2, 2, 1)","(3, 2, 0)",0.22085527678059674,9.219792962946894
"(2, 2, 1)","(3, 2, 1)",0.4368937715673649,12.945954002903228
"(2, 2, 1)","(3, 2, 2)",0.12750024124023485,11.103378823655026
"(2, 2, 1)","(3, 2, 3)",-0.07400126974442035,11.442677123742474
"(2, 2, 1)","(3, 2, 4)",-0.10605681343094783,14.171644668350611
"(2, 2, 1)","(3, 2, 5)",0.02317276284241218,9.874558971371288
"(2, 2, 1)","(3, 2, 6)",-0.051331100783004784,13.664848552959192
"(2, 2, 1)","(3, 2, 7)",0.01261081037158196,18.743721944920097
"(2, 2, 1)","(3, 2, 8)",-0.05091218421185502,22.438395351268404
"(2, 2, 1)","(3, 3, 0)",0.18024204152617188,35.902319207333846
"(2, 2, 1)","(3, 3, 1)",0.05715960686784309,39.24284455628941
"(2, 2, 1)","(3, 3, 2)",-0.2152552289872918,63.23860253095165
"(2, 2, 1)","(3, 3, 3)",0.12098131224449074,85.68235815291533
"(2, 2, 1)","(3, 3, 4)",-0.12731080722603977,52.883438366845105
"(2, 2, 1)","(3, 3, 5)",0.14605353911833455,28.83067779877894
"(2, 2, 1)","(3, 3, 6)",-0.07204825288225168,90.79177395965449
"(2, 2, 1)","(3, 3, 7)",0.014045040041653342,34.28067477754276
"(2, 2, 1)","(3, 3, 8)",0.04572170758089863,56.089411963787676
"(2, 2, 1)","(3, 4, 0)",0.1378198964698669,43.443792743022264
"(2, 2, 1)","(3, 4, 1)",0.024631180914905893,49.11020882069847
"(2, 2, 1)","(3, 4, 2)",-0.21259956890124634,61.85708834638287
"(2, 2, 1)","(3, 4, 3)",0.05328590373567317,80.8409026655619
"(2, 2, 1)","(3, 4, 4)",-0.17921588079150721,49.64312647917883
"(2, 2, 1)","(3, 4, 5)",0.21752025493601093,28.9015258338838
"(2, 2, 1)","(3, 4, 6)",-0.05611105055104423,91.08917274579603
"(2, 2, 1)","(3, 4, 7)",-0.06298551847579034,34.771188291839486
"(2, 2, 1)","(3, 4, 8)",0.12543027569773452,58.72465253859248
"(2, 2, 1)","(3, 5, 0)",0.13920819108455787,42.99671877033028
"(2, 2, 1)","(3, 5, 1)",0.0146410225919248,43.35302913920526
"(2, 2, 1)","(3, 5, 2)",-0.19802301435449526,71.0351075465895
"(2, 2, 1)","(3, 5, 3)",0.07847942277595768,82.03271618195011
"(2, 2, 1)","(3, 5, 4)",-0.12965599607945189,57.92861193453095
"(2, 2, 1)","(3, 5, 5)",0.208022397398466,29.81616963433815
"(2, 2, 1)","(3, 5, 6)",-0.07439508368902177,87.95280022792458
"(2, 2, 1)","(3, 5, 7)",-0.052367546292165425,30.520066110957142
"(2, 2, 1)","(3, 5, 8)",0.13801118025524675,49.15804162133848
"(2, 2, 1)","(3, 6, 0)",-0.010089549309736646,58.876512500825825
"(2, 2, 1)","(3, 6, 1)",0.041836628444297294,62.24259292704559
"(2, 2, 1)","(3, 6, 2)",-0.1536187840191048,62.27465392952131
"(2, 2, 1)","(3, 6, 3)",0.031228907373549483,99.69200028488376
"(2, 2, 1)","(3, 6, 4)",-0.029343919948561455,52.74166960737825
"(2, 2, 1)","(3, 6, 5)",0.25478466294999025,31.006201157944474
"(2, 2, 1)","(3, 6, 6)",-0.05985875484577639,106.05659520959983
"(2, 2, 1)","(3, 6, 7)",-0.09648612538954618,44.41458896221206
"(2, 2, 1)","(3, 6, 8)",0.08256138889527988,88.24823209535954
"(2, 2, 1)","(3, 7, 0)",-0.014817722831083924,57.06378320144802
"(2, 2, 1)","(3, 7, 1)",-0.0012972886304303461,72.07096972963221
"(2, 2, 1)","(3, 7, 2)",-0.17155628625075556,64.69844052453384
"(2, 2, 1)","(3, 7, 3)",-0.03348756608193057,85.90321828953073
"(2, 2, 1)","(3, 7, 4)",-0.024645116422201793,51.61399818047765
"(2, 2, 1)","(3, 7, 5)",0.2944720193623434,34.40565414877939
"(2, 2, 1)","(3, 7, 6)",-0.08927355676053333,105.73511248255015
"(2, 2, 1)","(3, 7, 7)",-0.08542992733310911,44.02470612766436
"(2, 2, 1)","(3, 7, 8)",-0.0118861037581857,88.28497818145969
"(2, 2, 1)","(3, 8, 0)",0.01259012783243508,53.914671136045314
"(2, 2, 1)","(3, 8, 1)",-0.012736519839718357,70.49468488828865
"(2, 2, 1)","(3, 8, 2)",-0.18145969111080393,63.348551503276745
"(2, 2, 1)","(3, 8, 3)",-0.0014980057236749316,102.84960436955238
"(2, 2, 1)","(3, 8, 4)",0.011087542598100021,50.662062322664475
"(2, 2, 1)","(3, 8, 5)",0.2580489615134347,34.727222845969976
"(2, 2, 1)","(3, 8, 6)",-0.0010701390702003441,87.84364798491652
"(2, 2, 1)","(3, 8, 7)",-0.09584101181059257,42.876491365561684
"(2, 2, 1)","(3, 8, 8)",0.04900948586310681,78.5519334168083
"(2, 2, 1)","(3, 9, 0)",-0.10326146161098242,65.5989206475812
"(2, 2, 1)","(3, 9, 1)",-0.007854539870318296,76.6555580031817
"(2, 2, 1)","(3, 9, 2)",-0.19973822074131842,64.67452760932836
"(2, 2, 1)","(3, 9, 3)",-0.18209746373320296,106.86042877783963
"(2, 2, 1)","(3, 9, 4)",-0.1932414623871456,68.55707083688107
"(2, 2, 1)","(3, 9, 5)",0.17436243053452677,36.89026923640468
"(2, 2, 1)","(3, 9, 6)",-0.1255065929441454,114.09266446699893
"(2, 2, 1)","(3, 9, 7)",-0.17065215085354166,54.819446045944915
"(2, 2, 1)","(3, 9, 8)",-0.04988602264096713,90.4471868552728
"(2, 2, 1)","(5, 2, 0)",-0.17493009260741774,22.17194093328313
"(2, 2, 1)","(5, 2, 1)",0.5081967451099895,27.23829428809969
"(2, 2, 1)","(5, 2, 2)",0.11201248905374707,23.802859972191804
"(2, 2, 1)","(5, 2, 3)",0.07946004105379843,23.124847915752284
"(2, 2, 1)","(5, 2, 4)",-0.00388107448945809,34.699628782159216
"(2, 2, 1)","(5, 2, 5)",-0.23177678379852495,22.80762237527876
